2-theta,Experimental XRD,Fit,Difference,Background
1.03700E+2,1.48000E+2,1.53595E+2,-5.59538E+0,6.02172E+1
1.03720E+2,1.50000E+2,1.54762E+2,-4.76178E+0,6.02162E+1
1.03740E+2,1.53000E+2,1.55073E+2,-2.07307E+0,6.02153E+1
1.03760E+2,1.61000E+2,1.49862E+2,1.11382E+1,6.02144E+1
1.03780E+2,1.61000E+2,1.43579E+2,1.74211E+1,6.02135E+1
1.03800E+2,1.37000E+2,1.45237E+2,-8.23705E+0,6.02126E+1
1.03820E+2,1.54000E+2,1.53469E+2,5.31067E-1,6.02117E+1
1.03840E+2,1.69000E+2,1.73602E+2,-4.60194E+0,6.02108E+1
1.03860E+2,2.14000E+2,2.07912E+2,6.08755E+0,6.02100E+1
1.03880E+2,2.54000E+2,2.55682E+2,-1.68152E+0,6.02091E+1
1.03900E+2,2.89000E+2,3.05297E+2,-1.62969E+1,6.02083E+1
1.03920E+2,3.25000E+2,3.27615E+2,-2.61511E+0,6.02074E+1
1.03940E+2,3.15000E+2,3.03535E+2,1.14655E+1,6.02066E+1
1.03960E+2,2.57000E+2,2.58670E+2,-1.67029E+0,6.02058E+1
1.03980E+2,2.40000E+2,2.23249E+2,1.67510E+1,6.02050E+1
1.04000E+2,2.02000E+2,2.06319E+2,-4.31865E+0,6.02042E+1
1.04020E+2,2.06000E+2,2.03060E+2,2.93959E+0,6.02034E+1
1.04040E+2,1.93000E+2,1.99055E+2,-6.05475E+0,6.02027E+1
1.04060E+2,1.85000E+2,1.81619E+2,3.38120E+0,6.02019E+1
1.04080E+2,1.35000E+2,1.56048E+2,-2.10483E+1,6.02012E+1
1.04100E+2,1.40000E+2,1.33091E+2,6.90924E+0,6.02004E+1
1.04120E+2,1.25000E+2,1.16267E+2,8.73344E+0,6.01997E+1
1.04140E+2,8.50000E+1,1.05044E+2,-2.00436E+1,6.01990E+1
1.04160E+2,1.01000E+2,9.77532E+1,3.24683E+0,6.01983E+1
1.04180E+2,1.06000E+2,9.50076E+1,1.09924E+1,6.01976E+1
1.04200E+2,9.10000E+1,9.28052E+1,-1.80519E+0,6.01969E+1
1.04220E+2,9.50000E+1,9.18626E+1,3.13739E+0,6.01963E+1
1.04240E+2,9.10000E+1,9.19203E+1,-9.20273E-1,6.01956E+1
1.04260E+2,9.60000E+1,9.29407E+1,3.05927E+0,6.01950E+1
1.04280E+2,9.00000E+1,9.50778E+1,-5.07780E+0,6.01943E+1
1.04300E+2,1.02000E+2,9.86953E+1,3.30466E+0,6.01937E+1
1.04320E+2,1.12000E+2,1.04361E+2,7.63883E+0,6.01931E+1
1.04340E+2,1.24000E+2,1.10981E+2,1.30192E+1,6.01925E+1
1.04360E+2,1.28000E+2,1.22692E+2,5.30754E+0,6.01919E+1
1.04380E+2,1.58000E+2,1.36814E+2,2.11863E+1,6.01913E+1
1.04400E+2,1.61000E+2,1.49420E+2,1.15800E+1,6.01908E+1
1.04420E+2,1.61000E+2,1.55184E+2,5.81613E+0,6.01902E+1
1.04440E+2,1.46000E+2,1.55816E+2,-9.81599E+0,6.01897E+1
1.04460E+2,1.89000E+2,1.59178E+2,2.98223E+1,6.01891E+1
1.04480E+2,1.78000E+2,1.70975E+2,7.02493E+0,6.01886E+1
1.04500E+2,1.85000E+2,1.95643E+2,-1.06426E+1,6.01881E+1
1.04520E+2,2.12000E+2,2.40817E+2,-2.88166E+1,6.01876E+1
1.04540E+2,2.90000E+2,3.09045E+2,-1.90454E+1,6.01871E+1
1.04560E+2,3.71000E+2,4.07070E+2,-3.60700E+1,6.01866E+1
1.04580E+2,5.44000E+2,5.32469E+2,1.15313E+1,6.01862E+1
1.04600E+2,6.60000E+2,6.58984E+2,1.01569E+0,6.01857E+1
1.04620E+2,6.71000E+2,7.14955E+2,-4.39548E+1,6.01853E+1
1.04640E+2,6.31000E+2,6.43822E+2,-1.28220E+1,6.01848E+1
1.04660E+2,5.20000E+2,5.02475E+2,1.75254E+1,6.01844E+1
1.04680E+2,3.51000E+2,3.70465E+2,-1.94652E+1,6.01840E+1
1.04700E+2,2.65000E+2,2.73406E+2,-8.40613E+0,6.01836E+1
1.04720E+2,1.98000E+2,2.11315E+2,-1.33151E+1,6.01832E+1
1.04740E+2,1.71000E+2,1.74038E+2,-3.03767E+0,6.01829E+1
1.04760E+2,1.38000E+2,1.52486E+2,-1.44860E+1,6.01825E+1
1.04780E+2,1.46000E+2,1.40377E+2,5.62343E+0,6.01822E+1
1.04800E+2,1.38000E+2,1.34219E+2,3.78094E+0,6.01818E+1
1.04820E+2,1.47000E+2,1.32563E+2,1.44372E+1,6.01815E+1
1.04840E+2,1.23000E+2,1.34942E+2,-1.19418E+1,6.01812E+1
1.04860E+2,1.52000E+2,1.43052E+2,8.94803E+0,6.01809E+1
1.04880E+2,1.45000E+2,1.59758E+2,-1.47575E+1,6.01806E+1
1.04900E+2,1.64000E+2,1.86109E+2,-2.21093E+1,6.01803E+1
1.04920E+2,2.16000E+2,2.26282E+2,-1.02825E+1,6.01801E+1
1.04940E+2,2.51000E+2,2.81510E+2,-3.05100E+1,6.01798E+1
1.04960E+2,3.13000E+2,3.46460E+2,-3.34597E+1,6.01796E+1
1.04980E+2,4.18000E+2,3.97349E+2,2.06509E+1,6.01794E+1
1.05000E+2,4.03000E+2,3.95018E+2,7.98245E+0,6.01791E+1
1.05020E+2,3.35000E+2,3.37160E+2,-2.16022E+0,6.01789E+1
1.05040E+2,3.12000E+2,2.66712E+2,4.52875E+1,6.01787E+1
1.05060E+2,2.15000E+2,2.10323E+2,4.67700E+0,6.01786E+1
1.05080E+2,1.80000E+2,1.72567E+2,7.43285E+0,6.01784E+1
1.05100E+2,1.43000E+2,1.50248E+2,-7.24806E+0,6.01782E+1
1.05120E+2,1.59000E+2,1.38746E+2,2.02543E+1,6.01781E+1
1.05140E+2,1.36000E+2,1.34464E+2,1.53606E+0,6.01779E+1
1.05160E+2,1.24000E+2,1.35450E+2,-1.14497E+1,6.01778E+1
1.05180E+2,1.64000E+2,1.41356E+2,2.26438E+1,6.01777E+1
1.05200E+2,1.22000E+2,1.53188E+2,-3.11884E+1,6.01776E+1
1.05220E+2,1.62000E+2,1.74216E+2,-1.22158E+1,6.01775E+1
1.05240E+2,1.73000E+2,2.09120E+2,-3.61197E+1,6.01775E+1
1.05260E+2,2.37000E+2,2.64308E+2,-2.73079E+1,6.01774E+1
1.05280E+2,3.10000E+2,3.45504E+2,-3.55042E+1,6.01774E+1
1.05300E+2,4.14000E+2,4.51020E+2,-3.70202E+1,6.01773E+1
1.05320E+2,5.73000E+2,5.53953E+2,1.90467E+1,6.01773E+1
1.05340E+2,5.41000E+2,5.91343E+2,-5.03427E+1,6.01773E+1
1.05360E+2,5.03000E+2,5.24941E+2,-2.19413E+1,6.01773E+1
1.05380E+2,3.74000E+2,4.09633E+2,-3.56333E+1,6.01773E+1
1.05400E+2,2.68000E+2,3.05215E+2,-3.72148E+1,6.01773E+1
1.05420E+2,2.30000E+2,2.27477E+2,2.52258E+0,6.01774E+1
1.05440E+2,1.85000E+2,1.78870E+2,6.13010E+0,6.01774E+1
1.05460E+2,1.50000E+2,1.49475E+2,5.24536E-1,6.01775E+1
1.05480E+2,1.42000E+2,1.32179E+2,9.82130E+0,6.01775E+1
1.05500E+2,1.23000E+2,1.22134E+2,8.66020E-1,6.01776E+1
1.05520E+2,1.16000E+2,1.16639E+2,-6.38977E-1,6.01777E+1
1.05540E+2,1.39000E+2,1.14508E+2,2.44920E+1,6.01778E+1
1.05560E+2,9.90000E+1,1.15556E+2,-1.65557E+1,6.01780E+1
1.05580E+2,1.33000E+2,1.21085E+2,1.19152E+1,6.01781E+1
1.05600E+2,1.33000E+2,1.31372E+2,1.62839E+0,6.01782E+1
1.05620E+2,1.46000E+2,1.49601E+2,-3.60123E+0,6.01784E+1
1.05640E+2,1.61000E+2,1.78906E+2,-1.79061E+1,6.01786E+1
1.05660E+2,2.15000E+2,2.21624E+2,-6.62378E+0,6.01788E+1
1.05680E+2,2.73000E+2,2.74764E+2,-1.76395E+0,6.01790E+1
1.05700E+2,2.89000E+2,3.20294E+2,-3.12938E+1,6.01792E+1
1.05720E+2,3.10000E+2,3.25719E+2,-1.57189E+1,6.01794E+1
1.05740E+2,3.14000E+2,2.82668E+2,3.13316E+1,6.01796E+1
1.05760E+2,2.29000E+2,2.24241E+2,4.75938E+0,6.01799E+1
1.05780E+2,1.48000E+2,1.73695E+2,-2.56949E+1,6.01801E+1
1.05800E+2,1.46000E+2,1.38994E+2,7.00626E+0,6.01804E+1
1.05820E+2,1.21000E+2,1.16724E+2,4.27638E+0,6.01807E+1
1.05840E+2,1.07000E+2,1.03033E+2,3.96669E+0,6.01810E+1
1.05860E+2,1.13000E+2,9.45585E+1,1.84415E+1,6.01813E+1
1.05880E+2,8.20000E+1,8.89772E+1,-6.97719E+0,6.01816E+1
1.05900E+2,7.40000E+1,8.49704E+1,-1.09704E+1,6.01820E+1
1.05920E+2,1.04000E+2,8.19880E+1,2.20120E+1,6.01823E+1
1.05940E+2,8.80000E+1,7.97998E+1,8.20023E+0,6.01827E+1
1.05960E+2,8.50000E+1,7.85848E+1,6.41522E+0,6.01831E+1
1.05980E+2,8.90000E+1,7.75947E+1,1.14053E+1,6.01834E+1
1.06000E+2,8.10000E+1,7.70887E+1,3.91129E+0,6.01838E+1
1.06020E+2,7.90000E+1,7.70715E+1,1.92851E+0,6.01842E+1
1.06040E+2,8.60000E+1,7.76301E+1,8.36990E+0,6.01847E+1
1.06060E+2,6.00000E+1,7.89660E+1,-1.89660E+1,6.01851E+1
1.06080E+2,8.10000E+1,8.14262E+1,-4.26186E-1,6.01856E+1
1.06100E+2,8.60000E+1,8.54764E+1,5.23560E-1,6.01860E+1
1.06120E+2,8.10000E+1,9.24308E+1,-1.14308E+1,6.01865E+1
1.06140E+2,1.17000E+2,9.86761E+1,1.83239E+1,6.01870E+1
1.06160E+2,1.35000E+2,1.07464E+2,2.75358E+1,6.01875E+1
1.06180E+2,1.25000E+2,1.12414E+2,1.25856E+1,6.01880E+1
1.06200E+2,9.80000E+1,1.10136E+2,-1.21355E+1,6.01885E+1
1.06220E+2,1.18000E+2,1.03881E+2,1.41186E+1,6.01891E+1
1.06240E+2,1.08000E+2,9.85844E+1,9.41560E+0,6.01896E+1
1.06260E+2,9.20000E+1,9.62257E+1,-4.22566E+0,6.01902E+1
1.06280E+2,7.70000E+1,9.74673E+1,-2.04673E+1,6.01907E+1
1.06300E+2,1.10000E+2,1.03078E+2,6.92200E+0,6.01913E+1
1.06320E+2,1.06000E+2,1.14257E+2,-8.25657E+0,6.01919E+1
1.06340E+2,1.40000E+2,1.32540E+2,7.46008E+0,6.01926E+1
1.06360E+2,1.47000E+2,1.58945E+2,-1.19452E+1,6.01932E+1
1.06380E+2,2.22000E+2,1.91135E+2,3.08653E+1,6.01938E+1
1.06400E+2,2.34000E+2,2.17554E+2,1.64463E+1,6.01945E+1
1.06420E+2,2.31000E+2,2.19337E+2,1.16632E+1,6.01951E+1
1.06440E+2,2.27000E+2,1.93944E+2,3.30565E+1,6.01958E+1
1.06460E+2,1.66000E+2,1.61340E+2,4.65961E+0,6.01965E+1
1.06480E+2,1.57000E+2,1.35206E+2,2.17939E+1,6.01972E+1
1.06500E+2,1.04000E+2,1.18970E+2,-1.49699E+1,6.01979E+1
1.06520E+2,1.17000E+2,1.09494E+2,7.50558E+0,6.01987E+1
1.06540E+2,1.14000E+2,1.06229E+2,7.77098E+0,6.01994E+1
1.06560E+2,8.70000E+1,1.04174E+2,-1.71738E+1,6.02002E+1
1.06580E+2,9.20000E+1,1.00291E+2,-8.29099E+0,6.02009E+1
1.06600E+2,1.00000E+2,9.53288E+1,4.67124E+0,6.02017E+1
1.06620E+2,1.10000E+2,9.14139E+1,1.85861E+1,6.02025E+1
1.06640E+2,9.20000E+1,8.94383E+1,2.56171E+0,6.02033E+1
1.06660E+2,8.90000E+1,8.96540E+1,-6.54037E-1,6.02041E+1
1.06680E+2,8.80000E+1,9.23496E+1,-4.34958E+0,6.02050E+1
1.06700E+2,9.60000E+1,9.80691E+1,-2.06914E+0,6.02058E+1
1.06720E+2,1.04000E+2,1.07584E+2,-3.58437E+0,6.02067E+1
1.06740E+2,1.24000E+2,1.21529E+2,2.47076E+0,6.02076E+1
1.06760E+2,1.29000E+2,1.39227E+2,-1.02270E+1,6.02084E+1
1.06780E+2,1.55000E+2,1.55887E+2,-8.86749E-1,6.02093E+1
1.06800E+2,1.62000E+2,1.62647E+2,-6.46622E-1,6.02102E+1
1.06820E+2,1.50000E+2,1.57259E+2,-7.25906E+0,6.02112E+1
1.06840E+2,1.68000E+2,1.50202E+2,1.77977E+1,6.02121E+1
1.06860E+2,1.33000E+2,1.50967E+2,-1.79675E+1,6.02131E+1
1.06880E+2,1.74000E+2,1.63814E+2,1.01864E+1,6.02140E+1
1.06900E+2,1.95000E+2,1.90032E+2,4.96803E+0,6.02150E+1
1.06920E+2,2.15000E+2,2.26602E+2,-1.16021E+1,6.02160E+1
1.06940E+2,2.56000E+2,2.59884E+2,-3.88446E+0,6.02170E+1
1.06960E+2,2.86000E+2,2.65353E+2,2.06466E+1,6.02180E+1
1.06980E+2,2.22000E+2,2.34453E+2,-1.24533E+1,6.02190E+1
1.07000E+2,1.84000E+2,1.90128E+2,-6.12788E+0,6.02201E+1
1.07020E+2,1.40000E+2,1.51882E+2,-1.18818E+1,6.02211E+1
1.07040E+2,9.90000E+1,1.24535E+2,-2.55350E+1,6.02222E+1
1.07060E+2,1.13000E+2,1.06786E+2,6.21389E+0,6.02233E+1
1.07080E+2,1.05000E+2,9.58796E+1,9.12037E+0,6.02244E+1
1.07100E+2,8.80000E+1,8.93148E+1,-1.31479E+0,6.02255E+1
1.07120E+2,9.60000E+1,8.53789E+1,1.06211E+1,6.02266E+1
1.07140E+2,8.50000E+1,8.31173E+1,1.88271E+0,6.02277E+1
1.07160E+2,9.30000E+1,8.20955E+1,1.09045E+1,6.02289E+1
1.07180E+2,9.40000E+1,8.22182E+1,1.17818E+1,6.02300E+1
1.07200E+2,8.20000E+1,8.36660E+1,-1.66597E+0,6.02312E+1
1.07220E+2,9.30000E+1,8.63403E+1,6.65970E+0,6.02324E+1
1.07240E+2,9.30000E+1,9.22832E+1,7.16751E-1,6.02336E+1
1.07260E+2,9.90000E+1,1.01989E+2,-2.98897E+0,6.02348E+1
1.07280E+2,1.21000E+2,1.16474E+2,4.52629E+0,6.02360E+1
1.07300E+2,1.21000E+2,1.35585E+2,-1.45852E+1,6.02373E+1
1.07320E+2,1.46000E+2,1.54995E+2,-8.99464E+0,6.02385E+1
1.07340E+2,1.26000E+2,1.63797E+2,-3.77973E+1,6.02398E+1
1.07360E+2,1.65000E+2,1.53597E+2,1.14027E+1,6.02410E+1
1.07380E+2,1.30000E+2,1.32164E+2,-2.16400E+0,6.02423E+1
1.07400E+2,1.14000E+2,1.11476E+2,2.52415E+0,6.02436E+1
1.07420E+2,1.09000E+2,9.58916E+1,1.31084E+1,6.02449E+1
1.07440E+2,8.10000E+1,8.53865E+1,-4.38652E+0,6.02463E+1
1.07460E+2,8.60000E+1,7.87065E+1,7.29352E+0,6.02476E+1
1.07480E+2,8.50000E+1,7.45637E+1,1.04363E+1,6.02490E+1
1.07500E+2,6.90000E+1,7.18376E+1,-2.83756E+0,6.02503E+1
1.07520E+2,5.70000E+1,6.99665E+1,-1.29665E+1,6.02517E+1
1.07540E+2,8.70000E+1,6.86149E+1,1.83851E+1,6.02531E+1
1.07560E+2,6.20000E+1,6.76071E+1,-5.60712E+0,6.02545E+1
1.07580E+2,5.40000E+1,6.68469E+1,-1.28469E+1,6.02559E+1
1.07600E+2,6.60000E+1,6.62801E+1,-2.80098E-1,6.02574E+1
1.07620E+2,6.80000E+1,6.55911E+1,2.40890E+0,6.02588E+1
1.07640E+2,5.20000E+1,6.53501E+1,-1.33501E+1,6.02603E+1
1.07660E+2,6.40000E+1,6.52540E+1,-1.25404E+0,6.02617E+1
1.07680E+2,6.60000E+1,6.53026E+1,6.97357E-1,6.02632E+1
1.07700E+2,6.00000E+1,6.54837E+1,-5.48368E+0,6.02647E+1
1.07720E+2,7.00000E+1,6.57847E+1,4.21526E+0,6.02662E+1
1.07740E+2,6.60000E+1,6.62822E+1,-2.82227E-1,6.02678E+1
1.07760E+2,6.90000E+1,6.71809E+1,1.81912E+0,6.02693E+1
1.07780E+2,6.40000E+1,6.79416E+1,-3.94160E+0,6.02709E+1
1.07800E+2,7.00000E+1,7.01482E+1,-1.48209E-1,6.02724E+1
1.07820E+2,6.60000E+1,7.27042E+1,-6.70422E+0,6.02740E+1
1.07840E+2,6.90000E+1,7.44570E+1,-5.45700E+0,6.02756E+1
1.07860E+2,5.30000E+1,7.39930E+1,-2.09930E+1,6.02772E+1
1.07880E+2,8.00000E+1,7.15127E+1,8.48730E+0,6.02788E+1
1.07900E+2,7.40000E+1,6.86978E+1,5.30221E+0,6.02804E+1
1.07920E+2,6.30000E+1,6.64456E+1,-3.44556E+0,6.02821E+1
1.07940E+2,6.30000E+1,6.48903E+1,-1.89032E+0,6.02837E+1
1.07960E+2,4.40000E+1,6.39040E+1,-1.99040E+1,6.02854E+1
1.07980E+2,7.10000E+1,6.33097E+1,7.69031E+0,6.02871E+1
1.08000E+2,7.40000E+1,6.29642E+1,1.10358E+1,6.02887E+1
1.08020E+2,5.50000E+1,6.32348E+1,-8.23481E+0,6.02905E+1
1.08040E+2,6.40000E+1,6.31762E+1,8.23761E-1,6.02922E+1
1.08060E+2,6.20000E+1,6.32087E+1,-1.20874E+0,6.02939E+1
1.08080E+2,5.90000E+1,6.33337E+1,-4.33368E+0,6.02957E+1
1.08100E+2,6.90000E+1,6.35706E+1,5.42936E+0,6.02974E+1
1.08120E+2,7.50000E+1,6.39617E+1,1.10383E+1,6.02992E+1
1.08140E+2,6.50000E+1,6.45699E+1,4.30107E-1,6.03010E+1
1.08160E+2,6.50000E+1,6.51204E+1,-1.20438E-1,6.03028E+1
1.08180E+2,7.00000E+1,6.64864E+1,3.51363E+0,6.03046E+1
1.08200E+2,8.10000E+1,6.83245E+1,1.26755E+1,6.03064E+1
1.08220E+2,7.00000E+1,7.04595E+1,-4.59457E-1,6.03082E+1
1.08240E+2,7.60000E+1,7.23410E+1,3.65901E+0,6.03101E+1
1.08260E+2,7.20000E+1,7.42060E+1,-2.20603E+0,6.03119E+1
1.08280E+2,7.50000E+1,7.54838E+1,-4.83833E-1,6.03138E+1
1.08300E+2,7.20000E+1,7.71823E+1,-5.18230E+0,6.03157E+1
1.08320E+2,8.30000E+1,7.83972E+1,4.60280E+0,6.03176E+1
1.08340E+2,8.40000E+1,7.75538E+1,6.44617E+0,6.03195E+1
1.08360E+2,7.10000E+1,7.47035E+1,-3.70348E+0,6.03214E+1
1.08380E+2,7.70000E+1,7.15450E+1,5.45496E+0,6.03234E+1
1.08400E+2,6.50000E+1,6.90578E+1,-4.05785E+0,6.03253E+1
1.08420E+2,5.90000E+1,6.76220E+1,-8.62200E+0,6.03273E+1
1.08440E+2,6.80000E+1,6.66383E+1,1.36170E+0,6.03293E+1
1.08460E+2,6.70000E+1,6.61319E+1,8.68134E-1,6.03313E+1
1.08480E+2,7.00000E+1,6.59408E+1,4.05916E+0,6.03333E+1
1.08500E+2,5.40000E+1,6.59618E+1,-1.19618E+1,6.03353E+1
1.08520E+2,7.00000E+1,6.61417E+1,3.85827E+0,6.03373E+1
1.08540E+2,6.10000E+1,6.64601E+1,-5.46014E+0,6.03394E+1
1.08560E+2,7.10000E+1,6.69269E+1,4.07310E+0,6.03414E+1
1.08580E+2,7.20000E+1,6.75673E+1,4.43266E+0,6.03435E+1
1.08600E+2,6.40000E+1,6.84331E+1,-4.43307E+0,6.03456E+1
1.08620E+2,8.50000E+1,6.96071E+1,1.53929E+1,6.03477E+1
1.08640E+2,8.40000E+1,7.12014E+1,1.27986E+1,6.03498E+1
1.08660E+2,7.50000E+1,7.36465E+1,1.35350E+0,6.03519E+1
1.08680E+2,8.60000E+1,7.64118E+1,9.58819E+0,6.03540E+1
1.08700E+2,6.60000E+1,7.98050E+1,-1.38050E+1,6.03562E+1
1.08720E+2,8.00000E+1,8.33561E+1,-3.35614E+0,6.03583E+1
1.08740E+2,9.90000E+1,8.67831E+1,1.22169E+1,6.03605E+1
1.08760E+2,8.30000E+1,9.10720E+1,-8.07201E+0,6.03627E+1
1.08780E+2,1.00000E+2,9.80970E+1,1.90297E+0,6.03649E+1
1.08800E+2,1.11000E+2,1.09963E+2,1.03654E+0,6.03671E+1
1.08820E+2,1.31000E+2,1.26767E+2,4.23307E+0,6.03693E+1
1.08840E+2,1.67000E+2,1.48204E+2,1.87959E+1,6.03715E+1
1.08860E+2,1.84000E+2,1.68543E+2,1.54567E+1,6.03738E+1
1.08880E+2,1.99000E+2,1.75945E+2,2.30550E+1,6.03760E+1
1.08900E+2,1.80000E+2,1.64034E+2,1.59662E+1,6.03783E+1
1.08920E+2,1.47000E+2,1.43071E+2,3.92870E+0,6.03806E+1
1.08940E+2,1.38000E+2,1.24377E+2,1.36229E+1,6.03829E+1
1.08960E+2,1.12000E+2,1.11805E+2,1.94855E-1,6.03852E+1
1.08980E+2,1.01000E+2,1.05605E+2,-4.60489E+0,6.03875E+1
1.09000E+2,9.80000E+1,1.05031E+2,-7.03058E+0,6.03898E+1
1.09020E+2,9.60000E+1,1.09944E+2,-1.39444E+1,6.03922E+1
1.09040E+2,1.20000E+2,1.20855E+2,-8.55286E-1,6.03945E+1
1.09060E+2,1.33000E+2,1.38674E+2,-5.67416E+0,6.03969E+1
1.09080E+2,1.42000E+2,1.63549E+2,-2.15490E+1,6.03993E+1
1.09100E+2,1.92000E+2,1.91725E+2,2.75238E-1,6.04017E+1
1.09120E+2,2.19000E+2,2.10992E+2,8.00809E+0,6.04041E+1
1.09140E+2,2.02000E+2,2.07023E+2,-5.02257E+0,6.04065E+1
1.09160E+2,1.73000E+2,1.83461E+2,-1.04608E+1,6.04090E+1
1.09180E+2,1.50000E+2,1.58013E+2,-8.01257E+0,6.04114E+1
1.09200E+2,1.51000E+2,1.40549E+2,1.04510E+1,6.04139E+1
1.09220E+2,1.15000E+2,1.32508E+2,-1.75078E+1,6.04164E+1
1.09240E+2,1.84000E+2,1.32469E+2,5.15306E+1,6.04188E+1
1.09260E+2,1.18000E+2,1.35865E+2,-1.78654E+1,6.04213E+1
1.09280E+2,1.28000E+2,1.35395E+2,-7.39548E+0,6.04238E+1
1.09300E+2,1.50000E+2,1.26815E+2,2.31855E+1,6.04264E+1
1.09320E+2,1.28000E+2,1.14493E+2,1.35068E+1,6.04289E+1
1.09340E+2,1.29000E+2,1.03767E+2,2.52334E+1,6.04314E+1
1.09360E+2,1.11000E+2,9.64491E+1,1.45509E+1,6.04340E+1
1.09380E+2,8.80000E+1,9.26032E+1,-4.60318E+0,6.04366E+1
1.09400E+2,8.60000E+1,9.18015E+1,-5.80153E+0,6.04392E+1
1.09420E+2,8.20000E+1,9.39380E+1,-1.19380E+1,6.04418E+1
1.09440E+2,9.10000E+1,9.92429E+1,-8.24289E+0,6.04444E+1
1.09460E+2,9.70000E+1,1.08193E+2,-1.11927E+1,6.04470E+1
1.09480E+2,1.34000E+2,1.21030E+2,1.29704E+1,6.04496E+1
1.09500E+2,1.29000E+2,1.36315E+2,-7.31514E+0,6.04523E+1
1.09520E+2,1.27000E+2,1.48725E+2,-2.17254E+1,6.04549E+1
1.09540E+2,1.40000E+2,1.51297E+2,-1.12974E+1,6.04576E+1
1.09560E+2,1.47000E+2,1.45161E+2,1.83878E+0,6.04603E+1
1.09580E+2,1.23000E+2,1.39796E+2,-1.67957E+1,6.04630E+1
1.09600E+2,1.43000E+2,1.41461E+2,1.53867E+0,6.04657E+1
1.09620E+2,1.67000E+2,1.51737E+2,1.52632E+1,6.04684E+1
1.09640E+2,1.88000E+2,1.68511E+2,1.94894E+1,6.04711E+1
1.09660E+2,2.09000E+2,1.82644E+2,2.63561E+1,6.04739E+1
1.09680E+2,1.89000E+2,1.80335E+2,8.66507E+0,6.04766E+1
1.09700E+2,1.77000E+2,1.61230E+2,1.57696E+1,6.04794E+1
1.09720E+2,1.53000E+2,1.39097E+2,1.39026E+1,6.04822E+1
1.09740E+2,1.23000E+2,1.20194E+2,2.80582E+0,6.04850E+1
1.09760E+2,1.08000E+2,1.07629E+2,3.70796E-1,6.04878E+1
1.09780E+2,1.03000E+2,1.00784E+2,2.21555E+0,6.04906E+1
1.09800E+2,9.00000E+1,9.83014E+1,-8.30136E+0,6.04934E+1
1.09820E+2,1.08000E+2,9.84520E+1,9.54803E+0,6.04963E+1
1.09840E+2,9.90000E+1,9.87735E+1,2.26486E-1,6.04991E+1
1.09860E+2,1.11000E+2,9.68768E+1,1.41232E+1,6.05020E+1
1.09880E+2,9.40000E+1,9.29246E+1,1.07540E+0,6.05049E+1
1.09900E+2,8.00000E+1,8.90672E+1,-9.06720E+0,6.05077E+1
1.09920E+2,8.30000E+1,8.65733E+1,-3.57330E+0,6.05107E+1
1.09940E+2,9.10000E+1,8.58086E+1,5.19142E+0,6.05136E+1
1.09960E+2,1.01000E+2,8.63830E+1,1.46170E+1,6.05165E+1
1.09980E+2,1.01000E+2,8.96509E+1,1.13491E+1,6.05194E+1
1.10000E+2,1.19000E+2,9.54065E+1,2.35935E+1,6.05224E+1
1.10020E+2,1.08000E+2,1.03944E+2,4.05581E+0,6.05253E+1
1.10040E+2,1.28000E+2,1.14973E+2,1.30266E+1,6.05283E+1
1.10060E+2,1.21000E+2,1.25451E+2,-4.45074E+0,6.05313E+1
1.10080E+2,1.33000E+2,1.28944E+2,4.05615E+0,6.05343E+1
1.10100E+2,1.39000E+2,1.22962E+2,1.60377E+1,6.05373E+1
1.10120E+2,1.15000E+2,1.13248E+2,1.75188E+0,6.05403E+1
1.10140E+2,1.24000E+2,1.04209E+2,1.97915E+1,6.05433E+1
1.10160E+2,9.60000E+1,9.82656E+1,-2.26556E+0,6.05464E+1
1.10180E+2,1.07000E+2,9.57332E+1,1.12668E+1,6.05494E+1
1.10200E+2,1.05000E+2,9.54949E+1,9.50505E+0,6.05525E+1
1.10220E+2,7.70000E+1,9.71315E+1,-2.01315E+1,6.05556E+1
1.10240E+2,1.14000E+2,9.96561E+1,1.43439E+1,6.05587E+1
1.10260E+2,1.14000E+2,1.01854E+2,1.21462E+1,6.05618E+1
1.10280E+2,9.00000E+1,1.03323E+2,-1.33227E+1,6.05649E+1
1.10300E+2,1.03000E+2,1.05113E+2,-2.11313E+0,6.05680E+1
1.10320E+2,1.23000E+2,1.08307E+2,1.46935E+1,6.05711E+1
1.10340E+2,1.17000E+2,1.13537E+2,3.46267E+0,6.05743E+1
1.10360E+2,1.41000E+2,1.21422E+2,1.95777E+1,6.05774E+1
1.10380E+2,1.33000E+2,1.32677E+2,3.22815E-1,6.05806E+1
1.10400E+2,1.32000E+2,1.49556E+2,-1.75560E+1,6.05838E+1
1.10420E+2,1.51000E+2,1.74455E+2,-2.34550E+1,6.05870E+1
1.10440E+2,2.02000E+2,2.11139E+2,-9.13898E+0,6.05902E+1
1.10460E+2,2.47000E+2,2.63903E+2,-1.69028E+1,6.05934E+1
1.10480E+2,3.25000E+2,3.35745E+2,-1.07450E+1,6.05966E+1
1.10500E+2,3.94000E+2,4.22208E+2,-2.82077E+1,6.05999E+1
1.10520E+2,5.16000E+2,5.03345E+2,1.26554E+1,6.06031E+1
1.10540E+2,5.24000E+2,5.55115E+2,-3.11153E+1,6.06064E+1
1.10560E+2,5.82000E+2,5.77512E+2,4.48755E+0,6.06096E+1
1.10580E+2,6.23000E+2,5.86976E+2,3.60242E+1,6.06129E+1
