2-theta,Experimental XRD,Fit,Difference,Background
4.37200E+1,1.64000E+2,1.78731E+2,-1.47310E+1,1.10314E+2
4.37400E+1,2.16000E+2,2.05331E+2,1.06688E+1,1.10254E+2
4.37600E+1,2.17000E+2,2.57504E+2,-4.05042E+1,1.10194E+2
4.37800E+1,3.72000E+2,3.67880E+2,4.11954E+0,1.10134E+2
4.38000E+1,5.87000E+2,5.78885E+2,8.11475E+0,1.10074E+2
4.38200E+1,9.64000E+2,8.88963E+2,7.50375E+1,1.10014E+2
4.38400E+1,1.06700E+3,1.12263E+3,-5.56272E+1,1.09954E+2
4.38600E+1,9.55000E+2,9.89461E+2,-3.44610E+1,1.09895E+2
4.38800E+1,6.81000E+2,6.82270E+2,-1.27026E+0,1.09835E+2
4.39000E+1,4.39000E+2,4.98762E+2,-5.97615E+1,1.09776E+2
4.39200E+1,4.62000E+2,4.92392E+2,-3.03918E+1,1.09716E+2
4.39400E+1,5.94000E+2,5.95916E+2,-1.91583E+0,1.09657E+2
4.39600E+1,5.88000E+2,6.47574E+2,-5.95741E+1,1.09598E+2
4.39800E+1,5.55000E+2,5.18394E+2,3.66056E+1,1.09539E+2
4.40000E+1,3.75000E+2,3.46545E+2,2.84548E+1,1.09479E+2
4.40200E+1,2.32000E+2,2.35525E+2,-3.52478E+0,1.09420E+2
4.40400E+1,1.66000E+2,1.81670E+2,-1.56702E+1,1.09361E+2
4.40600E+1,1.67000E+2,1.58021E+2,8.97906E+0,1.09302E+2
4.40800E+1,1.26000E+2,1.46008E+2,-2.00075E+1,1.09244E+2
4.41000E+1,1.14000E+2,1.38527E+2,-2.45270E+1,1.09185E+2
4.41200E+1,1.22000E+2,1.33333E+2,-1.13325E+1,1.09126E+2
4.41400E+1,1.17000E+2,1.30048E+2,-1.30478E+1,1.09068E+2
4.41600E+1,1.18000E+2,1.27254E+2,-9.25351E+0,1.09009E+2
4.41800E+1,1.20000E+2,1.25136E+2,-5.13641E+0,1.08951E+2
4.42000E+1,8.80000E+1,1.23521E+2,-3.55214E+1,1.08892E+2
4.42200E+1,1.17000E+2,1.22294E+2,-5.29370E+0,1.08834E+2
4.42400E+1,1.12000E+2,1.21379E+2,-9.37922E+0,1.08776E+2
4.42600E+1,1.15000E+2,1.20730E+2,-5.73048E+0,1.08717E+2
4.42800E+1,1.20000E+2,1.20321E+2,-3.20564E-1,1.08659E+2
4.43000E+1,1.08000E+2,1.20140E+2,-1.21395E+1,1.08601E+2
4.43200E+1,9.20000E+1,1.20194E+2,-2.81938E+1,1.08543E+2
4.43400E+1,1.15000E+2,1.20508E+2,-5.50757E+0,1.08485E+2
4.43600E+1,1.07000E+2,1.21128E+2,-1.41283E+1,1.08427E+2
4.43800E+1,1.06000E+2,1.19591E+2,-1.35912E+1,1.08370E+2
4.44000E+1,1.15000E+2,1.21297E+2,-6.29681E+0,1.08312E+2
4.44200E+1,1.29000E+2,1.23720E+2,5.27957E+0,1.08254E+2
4.44400E+1,1.20000E+2,1.27254E+2,-7.25449E+0,1.08197E+2
4.44600E+1,1.25000E+2,1.32737E+2,-7.73665E+0,1.08139E+2
4.44800E+1,1.21000E+2,1.41079E+2,-2.00788E+1,1.08082E+2
4.45000E+1,1.68000E+2,1.61016E+2,6.98410E+0,1.08024E+2
4.45200E+1,1.98000E+2,2.02743E+2,-4.74287E+0,1.07967E+2
4.45400E+1,3.00000E+2,2.78088E+2,2.19121E+1,1.07910E+2
4.45600E+1,4.10000E+2,3.76667E+2,3.33326E+1,1.07852E+2
4.45800E+1,3.85000E+2,4.23318E+2,-3.83182E+1,1.07795E+2
4.46000E+1,3.38000E+2,3.53701E+2,-1.57014E+1,1.07738E+2
4.46200E+1,2.78000E+2,2.62992E+2,1.50075E+1,1.07681E+2
4.46400E+1,1.90000E+2,2.20037E+2,-3.00374E+1,1.07624E+2
4.46600E+1,2.18000E+2,2.28784E+2,-1.07840E+1,1.07567E+2
4.46800E+1,2.60000E+2,2.63614E+2,-3.61383E+0,1.07511E+2
4.47000E+1,2.44000E+2,2.70992E+2,-2.69918E+1,1.07454E+2
4.47200E+1,2.17000E+2,2.24642E+2,-7.64236E+0,1.07397E+2
4.47400E+1,1.58000E+2,1.73634E+2,-1.56345E+1,1.07341E+2
4.47600E+1,1.38000E+2,1.44840E+2,-6.83969E+0,1.07284E+2
4.47800E+1,1.24000E+2,1.30376E+2,-6.37558E+0,1.07228E+2
4.48000E+1,1.26000E+2,1.24034E+2,1.96590E+0,1.07171E+2
4.48200E+1,1.37000E+2,1.20780E+2,1.62195E+1,1.07115E+2
4.48400E+1,1.00000E+2,1.18791E+2,-1.87907E+1,1.07058E+2
4.48600E+1,1.09000E+2,1.17482E+2,-8.48197E+0,1.07002E+2
4.48800E+1,1.03000E+2,1.17833E+2,-1.48330E+1,1.06946E+2
4.49000E+1,1.06000E+2,1.17385E+2,-1.13849E+1,1.06890E+2
4.49200E+1,1.38000E+2,1.17199E+2,2.08010E+1,1.06834E+2
4.49400E+1,1.21000E+2,1.17237E+2,3.76272E+0,1.06778E+2
4.49600E+1,1.15000E+2,1.17483E+2,-2.48306E+0,1.06722E+2
4.49800E+1,1.04000E+2,1.17936E+2,-1.39363E+1,1.06666E+2
4.50000E+1,1.00000E+2,1.18611E+2,-1.86111E+1,1.06610E+2
4.50200E+1,1.13000E+2,1.19538E+2,-6.53774E+0,1.06555E+2
4.50400E+1,1.07000E+2,1.20764E+2,-1.37640E+1,1.06499E+2
4.50600E+1,1.25000E+2,1.22363E+2,2.63725E+0,1.06443E+2
4.50800E+1,1.42000E+2,1.24441E+2,1.75592E+1,1.06388E+2
4.51000E+1,1.34000E+2,1.26313E+2,7.68708E+0,1.06332E+2
4.51200E+1,1.34000E+2,1.29970E+2,4.02989E+0,1.06277E+2
4.51400E+1,1.20000E+2,1.34874E+2,-1.48741E+1,1.06221E+2
4.51600E+1,1.49000E+2,1.41639E+2,7.36087E+0,1.06166E+2
4.51800E+1,1.50000E+2,1.51377E+2,-1.37732E+0,1.06111E+2
4.52000E+1,1.70000E+2,1.66624E+2,3.37639E+0,1.06055E+2
4.52200E+1,2.06000E+2,1.93896E+2,1.21036E+1,1.06000E+2
4.52400E+1,2.37000E+2,2.51515E+2,-1.45147E+1,1.05945E+2
4.52600E+1,3.64000E+2,3.69264E+2,-5.26382E+0,1.05890E+2
4.52800E+1,6.98000E+2,5.69645E+2,1.28355E+2,1.05835E+2
4.53000E+1,9.03000E+2,7.98993E+2,1.04007E+2,1.05780E+2
4.53200E+1,9.68000E+2,8.42073E+2,1.25927E+2,1.05725E+2
4.53400E+1,7.41000E+2,6.35779E+2,1.05221E+2,1.05671E+2
4.53600E+1,4.49000E+2,4.37324E+2,1.16759E+1,1.05616E+2
4.53800E+1,3.57000E+2,3.62825E+2,-5.82507E+0,1.05561E+2
4.54000E+1,4.36000E+2,4.02686E+2,3.33141E+1,1.05506E+2
4.54200E+1,5.09000E+2,4.88034E+2,2.09657E+1,1.05452E+2
4.54400E+1,5.19000E+2,4.87302E+2,3.16980E+1,1.05397E+2
4.54600E+1,4.27000E+2,3.67975E+2,5.90251E+1,1.05343E+2
4.54800E+1,2.83000E+2,2.51436E+2,3.15639E+1,1.05288E+2
4.55000E+1,1.77000E+2,1.83176E+2,-6.17561E+0,1.05234E+2
4.55200E+1,1.33000E+2,1.51746E+2,-1.87464E+1,1.05180E+2
4.55400E+1,1.26000E+2,1.37520E+2,-1.15200E+1,1.05126E+2
4.55600E+1,1.21000E+2,1.29761E+2,-8.76103E+0,1.05071E+2
4.55800E+1,1.26000E+2,1.24686E+2,1.31405E+0,1.05017E+2
4.56000E+1,1.10000E+2,1.21062E+2,-1.10618E+1,1.04963E+2
4.56200E+1,1.15000E+2,1.18355E+2,-3.35518E+0,1.04909E+2
4.56400E+1,1.23000E+2,1.16272E+2,6.72845E+0,1.04855E+2
4.56600E+1,1.15000E+2,1.14626E+2,3.73772E-1,1.04801E+2
4.56800E+1,1.12000E+2,1.13300E+2,-1.29987E+0,1.04747E+2
4.57000E+1,9.80000E+1,1.12211E+2,-1.42108E+1,1.04693E+2
4.57200E+1,1.09000E+2,1.11303E+2,-2.30291E+0,1.04640E+2
4.57400E+1,9.70000E+1,1.10535E+2,-1.35353E+1,1.04586E+2
4.57600E+1,1.04000E+2,1.09879E+2,-5.87883E+0,1.04532E+2
4.57800E+1,1.11000E+2,1.09311E+2,1.68916E+0,1.04479E+2
4.58000E+1,1.17000E+2,1.08815E+2,8.18513E+0,1.04425E+2
4.58200E+1,1.17000E+2,1.08378E+2,8.62213E+0,1.04372E+2
4.58400E+1,1.00000E+2,1.05981E+2,-5.98149E+0,1.04318E+2
4.58600E+1,1.11000E+2,1.05777E+2,5.22250E+0,1.04265E+2
4.58800E+1,1.08000E+2,1.05593E+2,2.40695E+0,1.04211E+2
4.59000E+1,1.13000E+2,1.05425E+2,7.57501E+0,1.04158E+2
4.59200E+1,9.30000E+1,1.05271E+2,-1.22707E+1,1.04105E+2
4.59400E+1,9.80000E+1,1.05128E+2,-7.12801E+0,1.04052E+2
4.59600E+1,1.11000E+2,1.03999E+2,7.00140E+0,1.03999E+2
4.59800E+1,1.22000E+2,1.03946E+2,1.80545E+1,1.03946E+2
4.60000E+1,1.06000E+2,1.03892E+2,2.10754E+0,1.03892E+2
4.60200E+1,1.03000E+2,1.03839E+2,-8.39493E-1,1.03839E+2
4.60400E+1,1.12000E+2,1.03983E+2,8.01741E+0,1.03787E+2
4.60600E+1,1.05000E+2,1.03945E+2,1.05513E+0,1.03734E+2
4.60800E+1,9.40000E+1,1.03909E+2,-9.90903E+0,1.03681E+2
4.61000E+1,1.08000E+2,1.03875E+2,4.12462E+0,1.03628E+2
4.61200E+1,1.06000E+2,1.03844E+2,2.15573E+0,1.03575E+2
4.61400E+1,1.12000E+2,1.03816E+2,8.18383E+0,1.03523E+2
4.61600E+1,1.30000E+2,1.03888E+2,2.61119E+1,1.03470E+2
4.61800E+1,1.11000E+2,1.03875E+2,7.12474E+0,1.03417E+2
4.62000E+1,1.08000E+2,1.03868E+2,4.13153E+0,1.03365E+2
4.62200E+1,1.17000E+2,1.03869E+2,1.31310E+1,1.03312E+2
4.62400E+1,1.33000E+2,1.03879E+2,2.91215E+1,1.03260E+2
4.62600E+1,1.13000E+2,1.03899E+2,9.10087E+0,1.03208E+2
4.62800E+1,1.07000E+2,1.23455E+2,-1.64548E+1,1.03155E+2
4.63000E+1,1.16000E+2,1.25024E+2,-9.02368E+0,1.03103E+2
4.63200E+1,1.32000E+2,1.26799E+2,5.20139E+0,1.03051E+2
4.63400E+1,1.28000E+2,1.28818E+2,-8.18085E-1,1.02998E+2
4.63600E+1,1.28000E+2,1.31129E+2,-3.12917E+0,1.02946E+2
4.63800E+1,1.29000E+2,1.33794E+2,-4.79372E+0,1.02894E+2
4.64000E+1,1.34000E+2,1.46470E+2,-1.24702E+1,1.02842E+2
4.64200E+1,1.48000E+2,1.50846E+2,-2.84615E+0,1.02790E+2
4.64400E+1,1.23000E+2,1.56002E+2,-3.30016E+1,1.02738E+2
4.64600E+1,1.49000E+2,1.62188E+2,-1.31877E+1,1.02686E+2
4.64800E+1,1.51000E+2,1.69872E+2,-1.88718E+1,1.02634E+2
4.65000E+1,1.71000E+2,1.80101E+2,-9.10083E+0,1.02583E+2
4.65200E+1,2.25000E+2,1.94976E+2,3.00235E+1,1.02531E+2
4.65400E+1,2.47000E+2,2.17312E+2,2.96882E+1,1.02479E+2
4.65600E+1,2.70000E+2,2.47747E+2,2.22532E+1,1.02427E+2
4.65800E+1,3.26000E+2,2.77486E+2,4.85136E+1,1.02376E+2
4.66000E+1,3.62000E+2,2.90608E+2,7.13915E+1,1.02324E+2
4.66200E+1,3.44000E+2,2.98338E+2,4.56617E+1,1.02273E+2
4.66400E+1,3.59000E+2,3.20147E+2,3.88527E+1,1.02221E+2
4.66600E+1,3.85000E+2,3.63432E+2,2.15676E+1,1.02170E+2
4.66800E+1,3.94000E+2,4.32222E+2,-3.82221E+1,1.02118E+2
4.67000E+1,4.84000E+2,5.33167E+2,-4.91669E+1,1.02067E+2
4.67200E+1,6.22000E+2,6.89676E+2,-6.76761E+1,1.02016E+2
4.67400E+1,9.06000E+2,9.93816E+2,-8.78161E+1,1.01964E+2
4.67600E+1,1.52400E+3,1.64481E+3,-1.20810E+2,1.01913E+2
4.67800E+1,2.94200E+3,2.87837E+3,6.36252E+1,1.01862E+2
4.68000E+1,4.67100E+3,4.64674E+3,2.42642E+1,1.01811E+2
4.68200E+1,5.58000E+3,5.85915E+3,-2.79146E+2,1.01760E+2
4.68400E+1,4.66600E+3,4.96176E+3,-2.95760E+2,1.01709E+2
4.68600E+1,3.11000E+3,3.20559E+3,-9.55852E+1,1.01658E+2
4.68800E+1,1.87600E+3,2.13045E+3,-2.54455E+2,1.01607E+2
4.69000E+1,1.82900E+3,2.00023E+3,-1.71225E+2,1.01556E+2
4.69200E+1,2.38700E+3,2.55020E+3,-1.63196E+2,1.01505E+2
4.69400E+1,2.90600E+3,3.12706E+3,-2.21058E+2,1.01454E+2
4.69600E+1,2.79700E+3,2.76997E+3,2.70339E+1,1.01403E+2
4.69800E+1,1.92700E+3,1.78980E+3,1.37203E+2,1.01353E+2
4.70000E+1,1.14200E+3,1.01643E+3,1.25569E+2,1.01302E+2
4.70200E+1,6.41000E+2,6.02327E+2,3.86732E+1,1.01251E+2
4.70400E+1,4.45000E+2,4.16603E+2,2.83969E+1,1.01201E+2
4.70600E+1,3.42000E+2,3.28616E+2,1.33838E+1,1.01150E+2
4.70800E+1,2.98000E+2,2.77533E+2,2.04667E+1,1.01100E+2
4.71000E+1,2.98000E+2,2.43051E+2,5.49494E+1,1.01049E+2
4.71200E+1,2.77000E+2,2.17956E+2,5.90443E+1,1.00999E+2
4.71400E+1,1.96000E+2,1.99228E+2,-3.22836E+0,1.00948E+2
4.71600E+1,1.89000E+2,1.84767E+2,4.23328E+0,1.00898E+2
4.71800E+1,1.59000E+2,1.73338E+2,-1.43375E+1,1.00848E+2
4.72000E+1,1.77000E+2,1.64134E+2,1.28662E+1,1.00797E+2
4.72200E+1,1.64000E+2,1.56598E+2,7.40167E+0,1.00747E+2
4.72400E+1,1.49000E+2,1.50267E+2,-1.26704E+0,1.00697E+2
4.72600E+1,1.49000E+2,1.45018E+2,3.98172E+0,1.00647E+2
4.72800E+1,1.24000E+2,1.40560E+2,-1.65596E+1,1.00597E+2
4.73000E+1,1.45000E+2,1.36738E+2,8.26192E+0,1.00547E+2
4.73200E+1,1.17000E+2,1.33434E+2,-1.64340E+1,1.00497E+2
4.73400E+1,1.25000E+2,1.30556E+2,-5.55649E+0,1.00447E+2
4.73600E+1,1.11000E+2,1.12982E+2,-1.98173E+0,1.00397E+2
4.73800E+1,1.08000E+2,1.11809E+2,-3.80879E+0,1.00347E+2
4.74000E+1,1.31000E+2,1.10779E+2,2.02207E+1,1.00297E+2
4.74200E+1,1.30000E+2,1.09870E+2,2.01297E+1,1.00247E+2
4.74400E+1,1.13000E+2,1.09062E+2,3.93760E+0,1.00197E+2
4.74600E+1,1.16000E+2,1.08341E+2,7.65933E+0,1.00148E+2
4.74800E+1,9.90000E+1,1.00098E+2,-1.09786E+0,1.00098E+2
4.75000E+1,1.10000E+2,1.00048E+2,9.95180E+0,1.00048E+2
4.75200E+1,1.12000E+2,9.99986E+1,1.20014E+1,9.99986E+1
4.75400E+1,1.29000E+2,9.99490E+1,2.90510E+1,9.99490E+1
4.75600E+1,1.15000E+2,9.98995E+1,1.51005E+1,9.98995E+1
4.75800E+1,1.27000E+2,9.98500E+1,2.71500E+1,9.98500E+1
4.76000E+1,1.18000E+2,9.98005E+1,1.81995E+1,9.98005E+1
4.76200E+1,1.18000E+2,9.97511E+1,1.82489E+1,9.97511E+1
4.76400E+1,1.14000E+2,9.97017E+1,1.42983E+1,9.97017E+1
4.76600E+1,1.21000E+2,1.08173E+2,1.28265E+1,9.96524E+1
4.76800E+1,1.06000E+2,1.08763E+2,-2.76311E+0,9.96031E+1
4.77000E+1,1.20000E+2,1.09427E+2,1.05726E+1,9.95538E+1
4.77200E+1,1.30000E+2,1.10178E+2,1.98218E+1,9.95046E+1
4.77400E+1,1.14000E+2,1.11030E+2,2.96975E+0,9.94554E+1
4.77600E+1,1.26000E+2,1.12001E+2,1.39992E+1,9.94062E+1
4.77800E+1,1.04000E+2,1.13112E+2,-9.11234E+0,9.93571E+1
4.78000E+1,1.02000E+2,1.18819E+2,-1.68189E+1,9.93080E+1
4.78200E+1,1.33000E+2,1.20639E+2,1.23607E+1,9.92590E+1
4.78400E+1,1.42000E+2,1.22744E+2,1.92560E+1,9.92100E+1
4.78600E+1,1.33000E+2,1.25195E+2,7.80495E+0,9.91610E+1
4.78800E+1,1.30000E+2,1.28070E+2,1.92953E+0,9.91121E+1
4.79000E+1,1.19000E+2,1.31474E+2,-1.24739E+1,9.90632E+1
4.79200E+1,1.22000E+2,1.35539E+2,-1.35395E+1,9.90144E+1
4.79400E+1,1.77000E+2,1.40453E+2,3.65473E+1,9.89656E+1
4.79600E+1,1.90000E+2,1.46462E+2,4.35378E+1,9.89168E+1
4.79800E+1,1.92000E+2,1.53921E+2,3.80786E+1,9.88681E+1
4.80000E+1,1.78000E+2,1.63332E+2,1.46681E+1,9.88194E+1
4.80200E+1,1.84000E+2,1.75439E+2,8.56111E+0,9.87707E+1
4.80400E+1,2.17000E+2,1.91380E+2,2.56204E+1,9.87221E+1
4.80600E+1,2.39000E+2,2.12953E+2,2.60471E+1,9.86735E+1
4.80800E+1,2.22000E+2,2.43276E+2,-2.12760E+1,9.86249E+1
4.81000E+1,2.58000E+2,2.88739E+2,-3.07391E+1,9.85764E+1
4.81200E+1,3.83000E+2,3.66007E+2,1.69931E+1,9.85280E+1
4.81400E+1,4.55000E+2,5.19387E+2,-6.43867E+1,9.84795E+1
4.81600E+1,7.78000E+2,8.39588E+2,-6.15875E+1,9.84311E+1
4.81800E+1,1.52700E+3,1.43119E+3,9.58101E+1,9.83828E+1
4.82000E+1,2.40400E+3,2.25274E+3,1.51264E+2,9.83344E+1
4.82200E+1,2.77100E+3,2.75824E+3,1.27551E+1,9.82861E+1
4.82400E+1,2.35800E+3,2.28349E+3,7.45125E+1,9.82379E+1
4.82600E+1,1.44200E+3,1.47647E+3,-3.44692E+1,9.81896E+1
4.82800E+1,9.04000E+2,9.93582E+2,-8.95815E+1,9.81414E+1
4.83000E+1,7.94000E+2,9.28146E+2,-1.34146E+2,9.80933E+1
4.83200E+1,1.20600E+3,1.17303E+3,3.29741E+1,9.80452E+1
4.83400E+1,1.45100E+3,1.47277E+3,-2.17662E+1,9.79971E+1
4.83600E+1,1.45700E+3,1.38258E+3,7.44191E+1,9.79490E+1
4.83800E+1,1.07200E+3,9.44573E+2,1.27427E+2,9.79010E+1
4.84000E+1,6.18000E+2,5.67629E+2,5.03711E+1,9.78531E+1
4.84200E+1,3.61000E+2,3.55744E+2,5.25586E+0,9.78051E+1
4.84400E+1,2.33000E+2,2.59118E+2,-2.61179E+1,9.77572E+1
4.84600E+1,2.04000E+2,2.14557E+2,-1.05565E+1,9.77093E+1
4.84800E+1,2.34000E+2,1.89849E+2,4.41513E+1,9.76615E+1
4.85000E+1,1.98000E+2,1.73816E+2,2.41841E+1,9.76137E+1
4.85200E+1,1.83000E+2,1.62705E+2,2.02953E+1,9.75659E+1
4.85400E+1,1.76000E+2,1.54849E+2,2.11508E+1,9.75182E+1
4.85600E+1,1.45000E+2,1.49340E+2,-4.33971E+0,9.74705E+1
4.85800E+1,1.51000E+2,1.45647E+2,5.35345E+0,9.74228E+1
4.86000E+1,1.62000E+2,1.43486E+2,1.85144E+1,9.73752E+1
4.86200E+1,1.47000E+2,1.42749E+2,4.25070E+0,9.73276E+1
4.86400E+1,1.45000E+2,1.43496E+2,1.50404E+0,9.72800E+1
4.86600E+1,1.51000E+2,1.45974E+2,5.02560E+0,9.72325E+1
4.86800E+1,1.73000E+2,1.50717E+2,2.22835E+1,9.71850E+1
4.87000E+1,1.58000E+2,1.58827E+2,-8.27118E-1,9.71376E+1
4.87200E+1,1.76000E+2,1.73001E+2,2.99945E+0,9.70901E+1
4.87400E+1,2.05000E+2,2.00710E+2,4.29008E+0,9.70427E+1
4.87600E+1,2.69000E+2,2.52848E+2,1.61524E+1,9.69954E+1
4.87800E+1,3.94000E+2,3.72913E+2,2.10873E+1,9.69481E+1
4.88000E+1,6.89000E+2,5.69762E+2,1.19238E+2,9.69008E+1
4.88200E+1,8.60000E+2,7.75871E+2,8.41290E+1,9.68535E+1
4.88400E+1,8.57000E+2,7.78823E+2,7.81766E+1,9.68063E+1
4.88600E+1,6.69000E+2,5.71385E+2,9.76147E+1,9.67591E+1
4.88800E+1,4.04000E+2,3.84095E+2,1.99050E+1,9.67119E+1
4.89000E+1,3.09000E+2,3.10140E+2,-1.13983E+0,9.66648E+1
4.89200E+1,3.70000E+2,3.36620E+2,3.33796E+1,9.66177E+1
4.89400E+1,4.57000E+2,4.21973E+2,3.50267E+1,9.65707E+1
4.89600E+1,5.39000E+2,4.94952E+2,4.40475E+1,9.65236E+1
4.89800E+1,4.32000E+2,4.19122E+2,1.28782E+1,9.64766E+1
4.90000E+1,3.19000E+2,3.01710E+2,1.72896E+1,9.64297E+1
4.90200E+1,2.41000E+2,2.21293E+2,1.97069E+1,9.63827E+1
4.90400E+1,2.02000E+2,1.81989E+2,2.00110E+1,9.63358E+1
4.90600E+1,1.76000E+2,1.66026E+2,9.97437E+0,9.62890E+1
4.90800E+1,1.74000E+2,1.59819E+2,1.41809E+1,9.62421E+1
4.91000E+1,1.89000E+2,1.69468E+2,1.95318E+1,9.61953E+1
4.91200E+1,1.58000E+2,1.70578E+2,-1.25780E+1,9.61486E+1
4.91400E+1,1.65000E+2,1.73522E+2,-8.52242E+0,9.61018E+1
4.91600E+1,1.77000E+2,1.78114E+2,-1.11433E+0,9.60551E+1
4.91800E+1,2.09000E+2,1.84361E+2,2.46389E+1,9.60085E+1
4.92000E+1,2.13000E+2,1.92410E+2,2.05896E+1,9.59618E+1
4.92200E+1,2.49000E+2,2.02554E+2,4.64458E+1,9.59152E+1
4.92400E+1,2.86000E+2,2.15240E+2,7.07603E+1,9.58686E+1
4.92600E+1,3.15000E+2,2.31131E+2,8.38693E+1,9.58221E+1
4.92800E+1,3.41000E+2,2.51190E+2,8.98104E+1,9.57756E+1
4.93000E+1,3.24000E+2,2.76832E+2,4.71678E+1,9.57291E+1
4.93200E+1,3.96000E+2,3.10162E+2,8.58377E+1,9.56826E+1
4.93400E+1,3.72000E+2,3.54449E+2,1.75506E+1,9.56362E+1
4.93600E+1,4.39000E+2,4.14931E+2,2.40688E+1,9.55898E+1
4.93800E+1,4.76000E+2,4.99090E+2,-2.30899E+1,9.55435E+1
4.94000E+1,6.12000E+2,6.30835E+2,-1.88354E+1,9.54971E+1
4.94200E+1,7.46000E+2,8.61685E+2,-1.15685E+2,9.54509E+1
4.94400E+1,1.30100E+3,1.32939E+3,-2.83939E+1,9.54046E+1
4.94600E+1,2.26900E+3,2.29133E+3,-2.23325E+1,9.53584E+1
4.94800E+1,4.25800E+3,3.99265E+3,2.65346E+2,9.53122E+1
4.95000E+1,6.30700E+3,6.14982E+3,1.57175E+2,9.52660E+1
4.95200E+1,6.85400E+3,7.03066E+3,-1.76665E+2,9.52198E+1
4.95400E+1,5.51800E+3,5.40380E+3,1.14201E+2,9.51737E+1
4.95600E+1,3.25500E+3,3.36361E+3,-1.08609E+2,9.51277E+1
4.95800E+1,1.99000E+3,2.26110E+3,-2.71101E+2,9.50816E+1
4.96000E+1,2.07100E+3,2.19836E+3,-1.27357E+2,9.50356E+1
4.96200E+1,2.96900E+3,2.88401E+3,8.49946E+1,9.49896E+1
4.96400E+1,3.63700E+3,3.68315E+3,-4.61497E+1,9.49436E+1
4.96600E+1,3.48500E+3,3.45381E+3,3.11902E+1,9.48977E+1
4.96800E+1,2.45200E+3,2.31326E+3,1.38742E+2,9.48518E+1
4.97000E+1,1.28200E+3,1.32357E+3,-4.15670E+1,9.48060E+1
4.97200E+1,7.28000E+2,7.64304E+2,-3.63036E+1,9.47601E+1
4.97400E+1,4.84000E+2,5.06636E+2,-2.26360E+1,9.47143E+1
4.97600E+1,3.66000E+2,3.86564E+2,-2.05645E+1,9.46685E+1
4.97800E+1,3.10000E+2,3.19152E+2,-9.15167E+0,9.46228E+1
4.98000E+1,2.96000E+2,2.74509E+2,2.14915E+1,9.45771E+1
4.98200E+1,2.72000E+2,2.42498E+2,2.95021E+1,9.45314E+1
4.98400E+1,2.58000E+2,2.18576E+2,3.94237E+1,9.44857E+1
4.98600E+1,2.03000E+2,2.00169E+2,2.83081E+0,9.44401E+1
4.98800E+1,1.91000E+2,1.85673E+2,5.32681E+0,9.43945E+1
4.99000E+1,1.75000E+2,1.74027E+2,9.73206E-1,9.43489E+1
4.99200E+1,1.52000E+2,1.64518E+2,-1.25175E+1,9.43034E+1
4.99400E+1,1.53000E+2,1.56636E+2,-3.63631E+0,9.42579E+1
4.99600E+1,1.48000E+2,1.50027E+2,-2.02658E+0,9.42124E+1
4.99800E+1,1.48000E+2,1.44421E+2,3.57906E+0,9.41670E+1
5.00000E+1,1.34000E+2,1.39623E+2,-5.62283E+0,9.41216E+1
5.00200E+1,1.52000E+2,1.35479E+2,1.65206E+1,9.40762E+1
5.00400E+1,1.35000E+2,1.31875E+2,3.12488E+0,9.40308E+1
5.00600E+1,1.29000E+2,1.10083E+2,1.89169E+1,9.39855E+1
5.00800E+1,1.32000E+2,1.08593E+2,2.34073E+1,9.39402E+1
5.01000E+1,1.19000E+2,1.07288E+2,1.17118E+1,9.38949E+1
5.01200E+1,1.18000E+2,1.06139E+2,1.18610E+1,9.38497E+1
5.01400E+1,1.15000E+2,1.05120E+2,9.87955E+0,9.38044E+1
5.01600E+1,1.17000E+2,1.15739E+2,1.26132E+0,9.37593E+1
5.01800E+1,1.08000E+2,1.15812E+2,-7.81185E+0,9.37141E+1
5.02000E+1,1.01000E+2,1.07072E+2,-6.07201E+0,9.36690E+1
5.02200E+1,1.28000E+2,1.08142E+2,1.98580E+1,9.36239E+1
5.02400E+1,1.19000E+2,1.09357E+2,9.64288E+0,9.35788E+1
5.02600E+1,1.34000E+2,1.10743E+2,2.32573E+1,9.35338E+1
5.02800E+1,1.20000E+2,1.17759E+2,2.24142E+0,9.34887E+1
5.03000E+1,1.19000E+2,1.19996E+2,-9.96323E-1,9.34438E+1
5.03200E+1,1.38000E+2,1.22576E+2,1.54242E+1,9.33988E+1
5.03400E+1,1.37000E+2,1.25568E+2,1.14319E+1,9.33539E+1
5.03600E+1,1.60000E+2,1.29067E+2,3.09333E+1,9.33090E+1
5.03800E+1,1.79000E+2,1.33190E+2,4.58099E+1,9.32641E+1
5.04000E+1,1.57000E+2,1.38097E+2,1.89026E+1,9.32193E+1
5.04200E+1,1.73000E+2,1.43997E+2,2.90034E+1,9.31745E+1
5.04400E+1,2.15000E+2,1.51179E+2,6.38211E+1,9.31297E+1
5.04600E+1,2.14000E+2,1.60040E+2,5.39598E+1,9.30849E+1
5.04800E+1,2.02000E+2,1.71152E+2,3.08483E+1,9.30402E+1
5.05000E+1,2.24000E+2,1.85340E+2,3.86605E+1,9.29955E+1
5.05200E+1,2.12000E+2,2.03859E+2,8.14078E+0,9.29508E+1
5.05400E+1,2.32000E+2,2.28661E+2,3.33917E+0,9.29062E+1
5.05600E+1,2.67000E+2,2.63011E+2,3.98944E+0,9.28615E+1
5.05800E+1,3.32000E+2,3.13132E+2,1.88682E+1,9.28170E+1
5.06000E+1,3.81000E+2,3.94051E+2,-1.30514E+1,9.27724E+1
